Start	Finish	Task	CPU Decision	Frequency
4813.500000	4814.000000	T[0][601]	Execute()	1.000000
4814.000000	4822.000000	____	Sleep	____
4816.000000	_______	T[0][603]	DelayedArrival	____
4816.000000	_______	T[1][345]	DelayedArrival	____
4822.000000	4823.000000	T[0][602]	Execute()	1.000000
4823.000000	4829.000000	____	Sleep	____
4824.000000	_______	T[0][604]	DelayedArrival	____
4829.000000	4830.000000	T[1][344]	Execute()	1.000000
4830.000000	_______	T[1][346]	DelayedArrival	____
4830.000000	4830.500000	T[0][603]	Execute()	1.000000
4830.500000	4838.000000	____	Sleep	____
4831.500000	_______	T[0][605]	DelayedArrival	____
4838.000000	4839.000000	T[0][604]	Execute()	1.000000
4839.000000	4843.000000	____	Sleep	____
4840.000000	_______	T[0][606]	DelayedArrival	____
4843.000000	4844.000000	T[1][345]	Execute()	1.000000
4844.000000	_______	T[1][347]	DelayedArrival	____
4844.000000	4846.000000	____	Sleep	____
4846.000000	4846.500000	T[0][605]	Execute()	1.000000
4846.500000	4854.000000	____	Sleep	____
4847.500000	_______	T[0][607]	DelayedArrival	____
4854.000000	4854.500000	T[0][606]	Execute()	1.000000
4854.500000	4857.000000	____	Sleep	____
4855.500000	_______	T[0][608]	DelayedArrival	____
4857.000000	4858.000000	T[1][346]	Execute()	1.000000
4858.000000	_______	T[1][348]	DelayedArrival	____
4858.000000	4862.000000	____	Sleep	____
4862.000000	4862.500000	T[0][607]	Execute()	1.000000
4862.500000	4870.000000	____	Sleep	____
4863.000000	_______	T[0][609]	DelayedArrival	____
4870.000000	4870.500000	T[1][347]	Execute()	1.000000
4870.500000	4871.000000	T[0][608]	Execute()	1.000000
4871.000000	4872.000000	T[2][19]	Execute()	1.000000
4872.000000	_______	T[0][610]	DelayedArrival	____
4872.000000	_______	T[1][349]	DelayedArrival	____
4872.000000	4872.500000	T[0][609]	Execute()	1.000000
4872.500000	4873.000000	T[1][348]	Execute()	1.000000
4873.000000	4878.000000	____	Sleep	____
4878.000000	4880.000000	T[2][19]	Execute()	1.000000
4880.000000	_______	T[0][611]	DelayedArrival	____
4880.000000	4882.000000	T[0][610]	Execute()	1.000000
4882.000000	4886.000000	____	Sleep	____
4886.000000	_______	T[1][350]	DelayedArrival	____
4886.000000	4888.000000	T[2][19]	Execute()	1.000000
4888.000000	_______	T[0][612]	DelayedArrival	____
4888.000000	4889.000000	T[0][611]	Execute()	1.000000
4889.000000	4896.000000	T[2][19]	Execute()	1.000000
4896.000000	_______	T[0][613]	DelayedArrival	____
4896.000000	4900.000000	T[2][19]	Execute()	1.000000
4900.000000	_______	T[1][351]	DelayedArrival	____
4900.000000	_______	T[2][21]	DelayedArrival	____
4900.000000	4904.000000	T[2][19]	Execute()	1.000000
4904.000000	_______	T[0][614]	DelayedArrival	____
4904.000000	4905.000000	T[2][19]	Execute()	1.000000
4905.000000	4905.500000	T[1][349]	Execute()	1.000000
4905.500000	4906.500000	T[0][612]	Execute()	1.000000
4906.500000	4910.000000	____	Sleep	____
4910.000000	4912.000000	T[0][613]	Execute()	1.000000
4912.000000	_______	T[0][615]	DelayedArrival	____
4912.000000	4913.000000	____	Sleep	____
4913.000000	4913.500000	T[1][350]	Execute()	1.000000
4913.500000	4918.000000	____	Sleep	____
4914.000000	_______	T[1][352]	DelayedArrival	____
4918.000000	4919.000000	T[0][614]	Execute()	1.000000
4919.000000	4925.000000	____	Sleep	____
4920.000000	_______	T[0][616]	DelayedArrival	____
4925.000000	4926.000000	T[1][351]	Execute()	1.000000
4926.000000	4928.000000	T[0][615]	Execute()	1.000000
4928.000000	_______	T[0][617]	DelayedArrival	____
4928.000000	_______	T[1][353]	DelayedArrival	____
4928.000000	4934.000000	____	Sleep	____
4934.000000	4934.500000	T[0][616]	Execute()	1.000000
4934.500000	4941.000000	____	Sleep	____
4935.500000	_______	T[0][618]	DelayedArrival	____
4941.000000	4942.000000	T[1][352]	Execute()	1.000000
4942.000000	_______	T[1][354]	DelayedArrival	____
4942.000000	4944.000000	T[0][617]	Execute()	1.000000
4944.000000	_______	T[0][619]	DelayedArrival	____
4944.000000	4950.000000	____	Sleep	____
4950.000000	4951.000000	T[0][618]	Execute()	1.000000
4951.000000	4955.000000	____	Sleep	____
4952.000000	_______	T[0][620]	DelayedArrival	____
4955.000000	4956.000000	T[1][353]	Execute()	1.000000
4956.000000	_______	T[1][355]	DelayedArrival	____
4956.000000	4958.000000	____	Sleep	____
4958.000000	4960.000000	T[0][619]	Execute()	1.000000
4960.000000	_______	T[0][621]	DelayedArrival	____
4960.000000	4966.000000	____	Sleep	____
4966.000000	4966.500000	T[0][620]	Execute()	1.000000
4966.500000	4969.000000	____	Sleep	____
4967.000000	_______	T[0][622]	DelayedArrival	____
4969.000000	4969.500000	T[1][354]	Execute()	1.000000
4969.500000	4974.000000	____	Sleep	____
4970.000000	_______	T[1][356]	DelayedArrival	____
4974.000000	4976.000000	T[0][621]	Execute()	1.000000
4976.000000	_______	T[0][623]	DelayedArrival	____
4976.000000	4981.000000	____	Sleep	____
4981.000000	4981.500000	T[1][355]	Execute()	1.000000
4981.500000	4982.500000	T[0][622]	Execute()	1.000000
4982.500000	4987.000000	____	Sleep	____
4984.000000	_______	T[0][624]	DelayedArrival	____
4984.000000	_______	T[1][357]	DelayedArrival	____
4987.000000	4987.500000	T[0][623]	Execute()	1.000000
4987.500000	4989.000000	____	Sleep	____
4989.000000	4990.000000	T[1][356]	Execute()	1.000000
4990.000000	4991.000000	____	Sleep	____
4991.000000	4992.000000	T[3][11]	Execute()	1.000000
4992.000000	_______	T[0][625]	DelayedArrival	____
4992.000000	4992.500000	T[0][624]	Execute()	1.000000
4992.500000	4998.000000	T[3][11]	Execute()	1.000000
4998.000000	_______	T[1][358]	DelayedArrival	____
4998.000000	4999.000000	T[1][357]	Execute()	1.000000
4999.000000	5005.000000	____	Sleep	____
5000.000000	_______	T[0][626]	DelayedArrival	____
5005.000000	5007.000000	T[0][625]	Execute()	1.000000
5007.000000	5008.000000	T[3][11]	Execute()	1.000000
5008.000000	_______	T[0][627]	DelayedArrival	____
5008.000000	5008.500000	T[0][626]	Execute()	1.000000
5008.500000	5012.000000	T[3][11]	Execute()	1.000000
5012.000000	_______	T[1][359]	DelayedArrival	____
5012.000000	5012.500000	T[1][358]	Execute()	1.000000
5012.500000	5021.000000	____	Sleep	____
5016.000000	_______	T[0][628]	DelayedArrival	____
5021.000000	5021.500000	T[0][627]	Execute()	1.000000
5021.500000	5023.000000	____	Sleep	____
5023.000000	5024.000000	T[3][11]	Execute()	1.000000
5024.000000	_______	T[0][629]	DelayedArrival	____
5024.000000	5026.000000	T[0][628]	Execute()	1.000000
5026.000000	_______	T[1][360]	DelayedArrival	____
5026.000000	5032.000000	T[3][11]	Execute()	1.000000
5032.000000	_______	T[0][630]	DelayedArrival	____
5032.000000	5040.000000	T[3][11]	Execute()	1.000000
5040.000000	_______	T[0][631]	DelayedArrival	____
5040.000000	_______	T[1][361]	DelayedArrival	____
5040.000000	_______	T[3][13]	DelayedArrival	____
5040.000000	5041.000000	T[1][359]	Execute()	1.000000
5041.000000	5043.000000	T[0][629]	Execute()	1.000000
5043.000000	5046.000000	____	Sleep	____
5046.000000	5048.000000	T[0][630]	Execute()	1.000000
5048.000000	_______	T[0][632]	DelayedArrival	____
5048.000000	5053.000000	____	Sleep	____
5053.000000	5053.500000	T[1][360]	Execute()	1.000000
5053.500000	5054.000000	T[0][631]	Execute()	1.000000
5054.000000	_______	T[1][362]	DelayedArrival	____
5054.000000	5054.500000	T[0][631]	Execute()	1.000000
5054.500000	5062.000000	____	Sleep	____
5055.500000	_______	T[0][633]	DelayedArrival	____
5062.000000	5062.500000	T[0][632]	Execute()	1.000000
5062.500000	5067.000000	____	Sleep	____
5063.500000	_______	T[0][634]	DelayedArrival	____
5067.000000	5068.000000	T[1][361]	Execute()	1.000000
5068.000000	_______	T[1][363]	DelayedArrival	____
5068.000000	5070.000000	____	Sleep	____
5070.000000	5072.000000	T[0][633]	Execute()	1.000000
5072.000000	_______	T[0][635]	DelayedArrival	____
5072.000000	5078.000000	____	Sleep	____
5078.000000	5080.000000	T[0][634]	Execute()	1.000000
5080.000000	_______	T[0][636]	DelayedArrival	____
5080.000000	5081.000000	____	Sleep	____
5081.000000	5081.500000	T[1][362]	Execute()	1.000000
5081.500000	5086.000000	____	Sleep	____
5082.000000	_______	T[1][364]	DelayedArrival	____
5086.000000	5086.500000	T[0][635]	Execute()	1.000000
5086.500000	5093.000000	____	Sleep	____
5087.000000	_______	T[0][637]	DelayedArrival	____
5093.000000	5093.500000	T[1][363]	Execute()	1.000000
5093.500000	5095.500000	T[0][636]	Execute()	1.000000
5095.500000	5102.000000	____	Sleep	____
5096.000000	_______	T[0][638]	DelayedArrival	____
5096.000000	_______	T[1][365]	DelayedArrival	____
5102.000000	5102.500000	T[0][637]	Execute()	1.000000
5102.500000	5109.000000	____	Sleep	____
5103.500000	_______	T[0][639]	DelayedArrival	____
5109.000000	5110.000000	T[1][364]	Execute()	1.000000
5110.000000	_______	T[1][366]	DelayedArrival	____
5110.000000	5111.000000	T[0][638]	Execute()	1.000000
5111.000000	5112.000000	____	Sleep	____
5111.500000	_______	T[0][640]	DelayedArrival	____
5112.000000	5114.000000	T[0][639]	Execute()	1.000000
5114.000000	5117.000000	____	Sleep	____
5117.000000	5117.500000	T[1][365]	Execute()	1.000000
5117.500000	5119.000000	____	Sleep	____
5119.000000	5120.000000	T[2][20]	Execute()	1.000000
5120.000000	_______	T[0][641]	DelayedArrival	____
5120.000000	5120.500000	T[0][640]	Execute()	1.000000
5120.500000	5124.000000	T[2][20]	Execute()	1.000000
5124.000000	_______	T[1][367]	DelayedArrival	____
5124.000000	5125.000000	T[1][366]	Execute()	1.000000
5125.000000	5133.000000	____	Sleep	____
5128.000000	_______	T[0][642]	DelayedArrival	____
5133.000000	5135.000000	T[0][641]	Execute()	1.000000
5135.000000	5136.000000	T[2][20]	Execute()	1.000000
5136.000000	_______	T[0][643]	DelayedArrival	____
5136.000000	5138.000000	T[0][642]	Execute()	1.000000
5138.000000	_______	T[1][368]	DelayedArrival	____
5138.000000	5144.000000	T[2][20]	Execute()	1.000000
5144.000000	_______	T[0][644]	DelayedArrival	____
5144.000000	5145.000000	T[2][20]	Execute()	1.000000
5145.000000	_______	T[2][22]	DelayedArrival	____
5145.000000	5145.500000	T[2][20]	Execute()	1.000000
5145.500000	5149.000000	____	Sleep	____
5149.000000	5149.500000	T[1][367]	Execute()	1.000000
5149.500000	5151.500000	T[0][643]	Execute()	1.000000
5151.500000	5158.000000	____	Sleep	____
5152.000000	_______	T[0][645]	DelayedArrival	____
5152.000000	_______	T[1][369]	DelayedArrival	____
5158.000000	5159.000000	T[0][644]	Execute()	1.000000
5159.000000	5165.000000	____	Sleep	____
5159.500000	_______	T[0][646]	DelayedArrival	____
5165.000000	5165.500000	T[1][368]	Execute()	1.000000
5165.500000	5166.000000	T[0][645]	Execute()	1.000000
5166.000000	_______	T[1][370]	DelayedArrival	____
5166.000000	5166.500000	T[0][645]	Execute()	1.000000
5166.500000	5174.000000	____	Sleep	____
5167.000000	_______	T[0][647]	DelayedArrival	____
5174.000000	5176.000000	T[0][646]	Execute()	1.000000
5176.000000	_______	T[0][648]	DelayedArrival	____
5176.000000	5179.000000	____	Sleep	____
5179.000000	5179.500000	T[1][369]	Execute()	1.000000
5179.500000	5182.000000	____	Sleep	____
5180.000000	_______	T[1][371]	DelayedArrival	____
5182.000000	5182.500000	T[0][647]	Execute()	1.000000
5182.500000	5190.000000	____	Sleep	____
5183.500000	_______	T[0][649]	DelayedArrival	____
5190.000000	5192.000000	T[0][648]	Execute()	1.000000
5192.000000	_______	T[0][650]	DelayedArrival	____
5192.000000	5193.000000	____	Sleep	____
5193.000000	5194.000000	T[1][370]	Execute()	1.000000
5194.000000	_______	T[1][372]	DelayedArrival	____
5194.000000	5198.000000	____	Sleep	____
5198.000000	5200.000000	T[0][649]	Execute()	1.000000
5200.000000	_______	T[0][651]	DelayedArrival	____
5200.000000	5205.000000	____	Sleep	____
5205.000000	5206.000000	T[1][371]	Execute()	1.000000
5206.000000	5208.000000	T[0][650]	Execute()	1.000000
5208.000000	_______	T[0][652]	DelayedArrival	____
5208.000000	_______	T[1][373]	DelayedArrival	____
5208.000000	5214.000000	____	Sleep	____
5214.000000	5215.000000	T[0][651]	Execute()	1.000000
5215.000000	5221.000000	____	Sleep	____
5216.000000	_______	T[0][653]	DelayedArrival	____
5221.000000	5222.000000	T[1][372]	Execute()	1.000000
5222.000000	_______	T[1][374]	DelayedArrival	____
5222.000000	5224.000000	T[0][652]	Execute()	1.000000
5224.000000	_______	T[0][654]	DelayedArrival	____
5224.000000	5230.000000	____	Sleep	____
5230.000000	5230.500000	T[0][653]	Execute()	1.000000
5230.500000	5235.000000	____	Sleep	____
5231.000000	_______	T[0][655]	DelayedArrival	____
5235.000000	5235.500000	T[1][373]	Execute()	1.000000
5235.500000	5238.000000	____	Sleep	____
5236.000000	_______	T[1][375]	DelayedArrival	____
5238.000000	5238.500000	T[0][654]	Execute()	1.000000
5238.500000	5246.000000	____	Sleep	____
5239.000000	_______	T[0][656]	DelayedArrival	____
5246.000000	5248.000000	T[0][655]	Execute()	1.000000
5248.000000	_______	T[0][657]	DelayedArrival	____
5248.000000	5249.000000	____	Sleep	____
5249.000000	5249.500000	T[1][374]	Execute()	1.000000
5249.500000	5254.000000	____	Sleep	____
5250.000000	_______	T[1][376]	DelayedArrival	____
5254.000000	5254.500000	T[0][656]	Execute()	1.000000
5254.500000	5261.000000	____	Sleep	____
5255.000000	_______	T[0][658]	DelayedArrival	____
5261.000000	5261.500000	T[1][375]	Execute()	1.000000
5261.500000	5263.500000	T[0][657]	Execute()	1.000000
5263.500000	5270.000000	____	Sleep	____
5264.000000	_______	T[0][659]	DelayedArrival	____
5264.000000	_______	T[1][377]	DelayedArrival	____
5270.000000	5270.500000	T[0][658]	Execute()	1.000000
5270.500000	5277.000000	____	Sleep	____
5271.500000	_______	T[0][660]	DelayedArrival	____
5277.000000	5278.000000	T[1][376]	Execute()	1.000000
5278.000000	_______	T[1][378]	DelayedArrival	____
5278.000000	5280.000000	T[0][659]	Execute()	1.000000
5280.000000	_______	T[0][661]	DelayedArrival	____
5280.000000	5286.000000	____	Sleep	____
5286.000000	5286.500000	T[0][660]	Execute()	1.000000
5286.500000	5291.000000	____	Sleep	____
5287.500000	_______	T[0][662]	DelayedArrival	____
5291.000000	5292.000000	T[1][377]	Execute()	1.000000
5292.000000	_______	T[1][379]	DelayedArrival	____
5292.000000	5294.000000	____	Sleep	____
5294.000000	5294.500000	T[0][661]	Execute()	1.000000
5294.500000	5302.000000	____	Sleep	____
5295.000000	_______	T[0][663]	DelayedArrival	____
5302.000000	5302.500000	T[0][662]	Execute()	1.000000
5302.500000	5305.000000	____	Sleep	____
5303.000000	_______	T[0][664]	DelayedArrival	____
5305.000000	5305.500000	T[1][378]	Execute()	1.000000
5305.500000	5310.000000	____	Sleep	____
5306.000000	_______	T[1][380]	DelayedArrival	____
5310.000000	5312.000000	T[0][663]	Execute()	1.000000
5312.000000	_______	T[0][665]	DelayedArrival	____
5312.000000	5317.000000	____	Sleep	____
5317.000000	5317.500000	T[1][379]	Execute()	1.000000
5317.500000	5318.000000	T[0][664]	Execute()	1.000000
5318.000000	5326.000000	____	Sleep	____
5320.000000	_______	T[0][666]	DelayedArrival	____
5320.000000	_______	T[1][381]	DelayedArrival	____
5326.000000	5327.000000	T[0][665]	Execute()	1.000000
5327.000000	5333.000000	____	Sleep	____
5327.500000	_______	T[0][667]	DelayedArrival	____
5333.000000	5333.500000	T[1][380]	Execute()	1.000000
5333.500000	5334.000000	T[0][666]	Execute()	1.000000
5334.000000	_______	T[1][382]	DelayedArrival	____
5334.000000	5342.000000	____	Sleep	____
5335.000000	_______	T[0][668]	DelayedArrival	____
5342.000000	5342.500000	T[0][667]	Execute()	1.000000
5342.500000	5347.000000	____	Sleep	____
5343.500000	_______	T[0][669]	DelayedArrival	____
5347.000000	5348.000000	T[1][381]	Execute()	1.000000
5348.000000	_______	T[1][383]	DelayedArrival	____
5348.000000	5350.000000	____	Sleep	____
5350.000000	5350.500000	T[0][668]	Execute()	1.000000
5350.500000	5356.000000	____	Sleep	____
5351.000000	_______	T[0][670]	DelayedArrival	____
5356.000000	5356.500000	T[0][669]	Execute()	1.000000
5356.500000	5357.000000	T[1][382]	Execute()	1.000000
5357.000000	5359.000000	____	Sleep	____
5359.000000	5360.000000	T[2][21]	Execute()	1.000000
5360.000000	_______	T[0][671]	DelayedArrival	____
5360.000000	5362.000000	T[0][670]	Execute()	1.000000
5362.000000	_______	T[1][384]	DelayedArrival	____
5362.000000	5363.000000	T[1][383]	Execute()	1.000000
5363.000000	5373.000000	____	Sleep	____
5368.000000	_______	T[0][672]	DelayedArrival	____
5373.000000	5374.000000	T[0][671]	Execute()	1.000000
5374.000000	5376.000000	T[2][21]	Execute()	1.000000
5376.000000	_______	T[0][673]	DelayedArrival	____
5376.000000	_______	T[1][385]	DelayedArrival	____
5376.000000	5377.000000	T[0][672]	Execute()	1.000000
5377.000000	5384.000000	T[2][21]	Execute()	1.000000
5384.000000	_______	T[0][674]	DelayedArrival	____
5384.000000	5390.000000	T[2][21]	Execute()	1.000000
5390.000000	_______	T[1][386]	DelayedArrival	____
5390.000000	_______	T[2][23]	DelayedArrival	____
5390.000000	5392.000000	T[2][21]	Execute()	1.000000
5392.000000	_______	T[0][675]	DelayedArrival	____
5392.000000	5395.000000	T[2][21]	Execute()	1.000000
5395.000000	5395.500000	T[1][384]	Execute()	1.000000
5395.500000	5397.500000	T[0][673]	Execute()	1.000000
5397.500000	5398.000000	T[0][674]	Execute()	1.000000
5398.000000	5403.000000	____	Sleep	____
5398.500000	_______	T[0][676]	DelayedArrival	____
5403.000000	5403.500000	T[1][385]	Execute()	1.000000
5403.500000	5406.000000	____	Sleep	____
5404.000000	_______	T[1][387]	DelayedArrival	____
5406.000000	5406.500000	T[0][675]	Execute()	1.000000
5406.500000	5413.000000	____	Sleep	____
5407.500000	_______	T[0][677]	DelayedArrival	____
5413.000000	5414.000000	T[0][676]	Execute()	1.000000
5414.000000	5415.000000	____	Sleep	____
5415.000000	5416.000000	T[1][386]	Execute()	1.000000
5416.000000	_______	T[0][678]	DelayedArrival	____
5416.000000	5417.000000	T[0][677]	Execute()	1.000000
5417.000000	5418.000000	____	Sleep	____
5418.000000	_______	T[1][388]	DelayedArrival	____
5418.000000	5418.500000	T[1][387]	Execute()	1.000000
5418.500000	5431.000000	____	Sleep	____
5424.000000	_______	T[0][679]	DelayedArrival	____
5431.000000	5432.000000	T[0][678]	Execute()	1.000000
5432.000000	_______	T[0][680]	DelayedArrival	____
5432.000000	_______	T[1][389]	DelayedArrival	____
5432.000000	5432.500000	T[0][679]	Execute()	1.000000
5432.500000	5433.500000	T[1][388]	Execute()	1.000000
5433.500000	5438.000000	____	Sleep	____
5438.000000	5440.000000	T[3][12]	Execute()	1.000000
5440.000000	_______	T[0][681]	DelayedArrival	____
5440.000000	5442.000000	T[0][680]	Execute()	1.000000
5442.000000	5446.000000	____	Sleep	____
5446.000000	_______	T[1][390]	DelayedArrival	____
5446.000000	5448.000000	T[3][12]	Execute()	1.000000
5448.000000	_______	T[0][682]	DelayedArrival	____
5448.000000	5449.000000	T[0][681]	Execute()	1.000000
5449.000000	5456.000000	T[3][12]	Execute()	1.000000
5456.000000	_______	T[0][683]	DelayedArrival	____
5456.000000	5460.000000	T[3][12]	Execute()	1.000000
5460.000000	_______	T[1][391]	DelayedArrival	____
5460.000000	_______	T[3][14]	DelayedArrival	____
5460.000000	5464.000000	T[3][12]	Execute()	1.000000
5464.000000	_______	T[0][684]	DelayedArrival	____
5464.000000	5470.000000	T[3][12]	Execute()	1.000000
5470.000000	5470.500000	T[1][389]	Execute()	1.000000
5470.500000	5472.000000	T[0][682]	Execute()	1.000000
5472.000000	_______	T[0][685]	DelayedArrival	____
5472.000000	5472.500000	T[0][682]	Execute()	1.000000
5472.500000	5474.000000	T[0][683]	Execute()	1.000000
5474.000000	_______	T[1][392]	DelayedArrival	____
5474.000000	5474.500000	T[0][683]	Execute()	1.000000
5474.500000	5475.000000	T[1][390]	Execute()	1.000000
5475.000000	5478.000000	____	Sleep	____
5478.000000	5478.500000	T[0][684]	Execute()	1.000000
5478.500000	5485.000000	____	Sleep	____
5479.000000	_______	T[0][686]	DelayedArrival	____
5485.000000	5485.500000	T[1][391]	Execute()	1.000000
5485.500000	5486.500000	T[0][685]	Execute()	1.000000
5486.500000	5494.000000	____	Sleep	____
5488.000000	_______	T[0][687]	DelayedArrival	____
5488.000000	_______	T[1][393]	DelayedArrival	____
5494.000000	5494.500000	T[0][686]	Execute()	1.000000
5494.500000	5501.000000	____	Sleep	____
5495.000000	_______	T[0][688]	DelayedArrival	____
5501.000000	5501.500000	T[1][392]	Execute()	1.000000
5501.500000	5502.000000	T[0][687]	Execute()	1.000000
5502.000000	_______	T[1][394]	DelayedArrival	____
5502.000000	5503.500000	T[0][687]	Execute()	1.000000
5503.500000	5510.000000	____	Sleep	____
5504.000000	_______	T[0][689]	DelayedArrival	____
5510.000000	5510.500000	T[0][688]	Execute()	1.000000
5510.500000	5515.000000	____	Sleep	____
5511.500000	_______	T[0][690]	DelayedArrival	____
5515.000000	5516.000000	T[1][393]	Execute()	1.000000
5516.000000	_______	T[1][395]	DelayedArrival	____
5516.000000	5518.000000	____	Sleep	____
5518.000000	5518.500000	T[0][689]	Execute()	1.000000
5518.500000	5526.000000	____	Sleep	____
5519.000000	_______	T[0][691]	DelayedArrival	____
5526.000000	5528.000000	T[0][690]	Execute()	1.000000
5528.000000	_______	T[0][692]	DelayedArrival	____
5528.000000	5529.000000	____	Sleep	____
5529.000000	5529.500000	T[1][394]	Execute()	1.000000
5529.500000	5534.000000	____	Sleep	____
5530.000000	_______	T[1][396]	DelayedArrival	____
5534.000000	5535.000000	T[0][691]	Execute()	1.000000
5535.000000	5541.000000	____	Sleep	____
5536.000000	_______	T[0][693]	DelayedArrival	____
5541.000000	5542.000000	T[1][395]	Execute()	1.000000
5542.000000	5542.500000	T[0][692]	Execute()	1.000000
5542.500000	5550.000000	____	Sleep	____
5544.000000	_______	T[0][694]	DelayedArrival	____
5544.000000	_______	T[1][397]	DelayedArrival	____
5550.000000	5551.000000	T[0][693]	Execute()	1.000000
5551.000000	5557.000000	____	Sleep	____
5552.000000	_______	T[0][695]	DelayedArrival	____
5557.000000	5558.000000	T[1][396]	Execute()	1.000000
5558.000000	_______	T[1][398]	DelayedArrival	____
5558.000000	5560.000000	T[0][694]	Execute()	1.000000
5560.000000	_______	T[0][696]	DelayedArrival	____
5560.000000	5566.000000	____	Sleep	____
5566.000000	5568.000000	T[0][695]	Execute()	1.000000
5568.000000	_______	T[0][697]	DelayedArrival	____
5568.000000	5571.000000	____	Sleep	____
5571.000000	5572.000000	T[1][397]	Execute()	1.000000
5572.000000	_______	T[1][399]	DelayedArrival	____
5572.000000	5574.000000	____	Sleep	____
5574.000000	5575.000000	T[0][696]	Execute()	1.000000
5575.000000	5582.000000	____	Sleep	____
5575.500000	_______	T[0][698]	DelayedArrival	____
5582.000000	5584.000000	T[0][697]	Execute()	1.000000
5584.000000	_______	T[0][699]	DelayedArrival	____
5584.000000	5585.000000	____	Sleep	____
5585.000000	5585.500000	T[1][398]	Execute()	1.000000
5585.500000	5590.000000	____	Sleep	____
5586.000000	_______	T[1][400]	DelayedArrival	____
5590.000000	5592.000000	T[0][698]	Execute()	1.000000
5592.000000	_______	T[0][700]	DelayedArrival	____
5592.000000	5597.000000	____	Sleep	____
5597.000000	5598.000000	T[1][399]	Execute()	1.000000
5598.000000	5599.000000	T[0][699]	Execute()	1.000000
5599.000000	5602.000000	____	Sleep	____
5600.000000	_______	T[0][701]	DelayedArrival	____
5600.000000	_______	T[1][401]	DelayedArrival	____
5602.000000	5604.000000	T[0][700]	Execute()	1.000000
5604.000000	5605.000000	____	Sleep	____
5605.000000	5605.500000	T[1][400]	Execute()	1.000000
5605.500000	5607.000000	____	Sleep	____
5607.000000	5608.000000	T[2][22]	Execute()	1.000000
5608.000000	_______	T[0][702]	DelayedArrival	____
5608.000000	5610.000000	T[0][701]	Execute()	1.000000
5610.000000	5614.000000	T[2][22]	Execute()	1.000000
5614.000000	_______	T[1][402]	DelayedArrival	____
5614.000000	5615.000000	T[1][401]	Execute()	1.000000
5615.000000	5621.000000	____	Sleep	____
5616.000000	_______	T[0][703]	DelayedArrival	____
5621.000000	5621.500000	T[0][702]	Execute()	1.000000
5621.500000	5623.000000	____	Sleep	____
5623.000000	5624.000000	T[2][22]	Execute()	1.000000
5624.000000	_______	T[0][704]	DelayedArrival	____
5624.000000	5625.000000	T[0][703]	Execute()	1.000000
5625.000000	5628.000000	T[2][22]	Execute()	1.000000
5628.000000	_______	T[1][403]	DelayedArrival	____
5628.000000	5630.000000	T[2][22]	Execute()	1.000000
5630.000000	5638.000000	____	Sleep	____
5630.500000	_______	T[0][705]	DelayedArrival	____
5630.500000	_______	T[2][24]	DelayedArrival	____
5638.000000	5640.000000	T[0][704]	Execute()	1.000000
5640.000000	_______	T[0][706]	DelayedArrival	____
5640.000000	5641.000000	____	Sleep	____
5641.000000	5641.500000	T[1][402]	Execute()	1.000000
5641.500000	5646.000000	____	Sleep	____
5642.000000	_______	T[1][404]	DelayedArrival	____
5646.000000	5647.000000	T[0][705]	Execute()	1.000000
5647.000000	5653.000000	____	Sleep	____
5647.500000	_______	T[0][707]	DelayedArrival	____
5653.000000	5653.500000	T[1][403]	Execute()	1.000000
5653.500000	5654.000000	T[0][706]	Execute()	1.000000
5654.000000	5662.000000	____	Sleep	____
5656.000000	_______	T[0][708]	DelayedArrival	____
5656.000000	_______	T[1][405]	DelayedArrival	____
5662.000000	5663.000000	T[0][707]	Execute()	1.000000
5663.000000	5669.000000	____	Sleep	____
5664.000000	_______	T[0][709]	DelayedArrival	____
5669.000000	5670.000000	T[1][404]	Execute()	1.000000
5670.000000	_______	T[1][406]	DelayedArrival	____
5670.000000	5672.000000	T[0][708]	Execute()	1.000000
5672.000000	_______	T[0][710]	DelayedArrival	____
5672.000000	5678.000000	____	Sleep	____
5678.000000	5678.500000	T[0][709]	Execute()	1.000000
5678.500000	5683.000000	____	Sleep	____
5679.500000	_______	T[0][711]	DelayedArrival	____
5683.000000	5684.000000	T[1][405]	Execute()	1.000000
5684.000000	_______	T[1][407]	DelayedArrival	____
5684.000000	5686.000000	____	Sleep	____
5686.000000	5687.000000	T[0][710]	Execute()	1.000000
5687.000000	5694.000000	____	Sleep	____
5688.000000	_______	T[0][712]	DelayedArrival	____
5694.000000	5694.500000	T[0][711]	Execute()	1.000000
5694.500000	5697.000000	____	Sleep	____
5695.500000	_______	T[0][713]	DelayedArrival	____
5697.000000	5698.000000	T[1][406]	Execute()	1.000000
5698.000000	_______	T[1][408]	DelayedArrival	____
5698.000000	5702.000000	____	Sleep	____
5702.000000	5702.500000	T[0][712]	Execute()	1.000000
5702.500000	5709.000000	____	Sleep	____
5703.000000	_______	T[0][714]	DelayedArrival	____
5709.000000	5709.500000	T[1][407]	Execute()	1.000000
5709.500000	5710.000000	T[0][713]	Execute()	1.000000
5710.000000	5718.000000	____	Sleep	____
5712.000000	_______	T[0][715]	DelayedArrival	____
5712.000000	_______	T[1][409]	DelayedArrival	____
5718.000000	5718.500000	T[0][714]	Execute()	1.000000
5718.500000	5725.000000	____	Sleep	____
5719.500000	_______	T[0][716]	DelayedArrival	____
5725.000000	5726.000000	T[1][408]	Execute()	1.000000
5726.000000	_______	T[1][410]	DelayedArrival	____
