Start	Finish	Task	CPU Decision	Frequency
993.000000	993.500000	T[1][70]	Execute()	1.000000
993.500000	998.000000	____	Sleep	____
994.000000	_______	T[1][72]	DelayedArrival	____
998.000000	999.000000	T[0][124]	Execute()	1.000000
999.000000	1005.000000	____	Sleep	____
1000.000000	_______	T[0][126]	DelayedArrival	____
1005.000000	1006.000000	T[1][71]	Execute()	1.000000
1006.000000	1008.000000	T[0][125]	Execute()	1.000000
1008.000000	_______	T[0][127]	DelayedArrival	____
1008.000000	_______	T[1][73]	DelayedArrival	____
1008.000000	1014.000000	____	Sleep	____
1014.000000	1016.000000	T[0][126]	Execute()	1.000000
1016.000000	_______	T[0][128]	DelayedArrival	____
1016.000000	1021.000000	____	Sleep	____
1021.000000	1021.500000	T[1][72]	Execute()	1.000000
1021.500000	1022.000000	T[0][127]	Execute()	1.000000
1022.000000	_______	T[1][74]	DelayedArrival	____
1022.000000	1022.500000	T[0][127]	Execute()	1.000000
1022.500000	1030.000000	____	Sleep	____
1023.000000	_______	T[0][129]	DelayedArrival	____
1030.000000	1032.000000	T[0][128]	Execute()	1.000000
1032.000000	_______	T[0][130]	DelayedArrival	____
1032.000000	1035.000000	____	Sleep	____
1035.000000	1035.500000	T[1][73]	Execute()	1.000000
1035.500000	1038.000000	____	Sleep	____
1036.000000	_______	T[1][75]	DelayedArrival	____
1038.000000	1039.000000	T[0][129]	Execute()	1.000000
1039.000000	1046.000000	____	Sleep	____
1039.500000	_______	T[0][131]	DelayedArrival	____
1046.000000	1048.000000	T[0][130]	Execute()	1.000000
1048.000000	_______	T[0][132]	DelayedArrival	____
1048.000000	1049.000000	____	Sleep	____
1049.000000	1049.500000	T[1][74]	Execute()	1.000000
1049.500000	1054.000000	____	Sleep	____
1050.000000	_______	T[1][76]	DelayedArrival	____
1054.000000	1054.500000	T[0][131]	Execute()	1.000000
1054.500000	1061.000000	____	Sleep	____
1055.000000	_______	T[0][133]	DelayedArrival	____
1061.000000	1061.500000	T[1][75]	Execute()	1.000000
1061.500000	1062.000000	T[0][132]	Execute()	1.000000
1062.000000	1070.000000	____	Sleep	____
1064.000000	_______	T[0][134]	DelayedArrival	____
1064.000000	_______	T[1][77]	DelayedArrival	____
1070.000000	1070.500000	T[0][133]	Execute()	1.000000
1070.500000	1077.000000	____	Sleep	____
1071.000000	_______	T[0][135]	DelayedArrival	____
1077.000000	1077.500000	T[1][76]	Execute()	1.000000
1077.500000	1078.000000	T[0][134]	Execute()	1.000000
1078.000000	_______	T[1][78]	DelayedArrival	____
1078.000000	1079.500000	T[0][134]	Execute()	1.000000
1079.500000	1086.000000	____	Sleep	____
1080.000000	_______	T[0][136]	DelayedArrival	____
1086.000000	1086.500000	T[0][135]	Execute()	1.000000
1086.500000	1091.000000	____	Sleep	____
1087.500000	_______	T[0][137]	DelayedArrival	____
1091.000000	1092.000000	T[1][77]	Execute()	1.000000
1092.000000	_______	T[1][79]	DelayedArrival	____
1092.000000	1094.000000	____	Sleep	____
1094.000000	1094.500000	T[0][136]	Execute()	1.000000
1094.500000	1102.000000	____	Sleep	____
1095.500000	_______	T[0][138]	DelayedArrival	____
1102.000000	1103.000000	T[0][137]	Execute()	1.000000
1103.000000	1105.000000	____	Sleep	____
1104.000000	_______	T[0][139]	DelayedArrival	____
1105.000000	1106.000000	T[1][78]	Execute()	1.000000
1106.000000	_______	T[1][80]	DelayedArrival	____
1106.000000	1110.000000	____	Sleep	____
1110.000000	1111.000000	T[0][138]	Execute()	1.000000
1111.000000	1117.000000	____	Sleep	____
1111.500000	_______	T[0][140]	DelayedArrival	____
1117.000000	1117.500000	T[1][79]	Execute()	1.000000
1117.500000	1118.500000	T[0][139]	Execute()	1.000000
1118.500000	1126.000000	____	Sleep	____
1120.000000	_______	T[0][141]	DelayedArrival	____
1120.000000	_______	T[1][81]	DelayedArrival	____
1126.000000	1128.000000	T[0][140]	Execute()	1.000000
1128.000000	_______	T[0][142]	DelayedArrival	____
1128.000000	1133.000000	____	Sleep	____
1133.000000	1134.000000	T[1][80]	Execute()	1.000000
1134.000000	_______	T[1][82]	DelayedArrival	____
1134.000000	1136.000000	T[0][141]	Execute()	1.000000
1136.000000	_______	T[0][143]	DelayedArrival	____
1136.000000	1142.000000	____	Sleep	____
1142.000000	1144.000000	T[0][142]	Execute()	1.000000
1144.000000	_______	T[0][144]	DelayedArrival	____
1144.000000	1147.000000	____	Sleep	____
1147.000000	1147.500000	T[1][81]	Execute()	1.000000
1147.500000	1150.000000	____	Sleep	____
1148.000000	_______	T[1][83]	DelayedArrival	____
1150.000000	1152.000000	T[0][143]	Execute()	1.000000
1152.000000	_______	T[0][145]	DelayedArrival	____
1152.000000	1158.000000	____	Sleep	____
1158.000000	1158.500000	T[0][144]	Execute()	1.000000
1158.500000	1161.000000	____	Sleep	____
1159.500000	_______	T[0][146]	DelayedArrival	____
1161.000000	1162.000000	T[1][82]	Execute()	1.000000
1162.000000	_______	T[1][84]	DelayedArrival	____
1162.000000	1166.000000	____	Sleep	____
1166.000000	1166.500000	T[0][145]	Execute()	1.000000
1166.500000	1173.000000	____	Sleep	____
1167.500000	_______	T[0][147]	DelayedArrival	____
1173.000000	1174.000000	T[1][83]	Execute()	1.000000
1174.000000	1175.000000	T[0][146]	Execute()	1.000000
1175.000000	1181.000000	____	Sleep	____
1176.000000	_______	T[0][148]	DelayedArrival	____
1176.000000	_______	T[1][85]	DelayedArrival	____
1181.000000	1183.000000	T[0][147]	Execute()	1.000000
1183.000000	1184.000000	T[1][84]	Execute()	1.000000
1184.000000	_______	T[0][149]	DelayedArrival	____
1184.000000	1184.500000	T[0][148]	Execute()	1.000000
1184.500000	1186.000000	____	Sleep	____
1186.000000	1190.000000	T[2][4]	Execute()	1.000000
1190.000000	_______	T[1][86]	DelayedArrival	____
1190.000000	1190.500000	T[1][85]	Execute()	1.000000
1190.500000	1197.000000	____	Sleep	____
1192.000000	_______	T[0][150]	DelayedArrival	____
1197.000000	1199.000000	T[0][149]	Execute()	1.000000
1199.000000	1200.000000	T[2][4]	Execute()	1.000000
1200.000000	_______	T[0][151]	DelayedArrival	____
1200.000000	1201.000000	T[0][150]	Execute()	1.000000
1201.000000	1204.000000	T[2][4]	Execute()	1.000000
1204.000000	_______	T[1][87]	DelayedArrival	____
1204.000000	1204.500000	T[1][86]	Execute()	1.000000
1204.500000	1214.000000	____	Sleep	____
1208.000000	_______	T[0][152]	DelayedArrival	____
1214.000000	1214.500000	T[0][151]	Execute()	1.000000
1214.500000	1217.000000	____	Sleep	____
1216.000000	_______	T[0][153]	DelayedArrival	____
1217.000000	1217.500000	T[0][152]	Execute()	1.000000
1217.500000	1222.000000	____	Sleep	____
1218.000000	_______	T[1][88]	DelayedArrival	____
1222.000000	1224.000000	T[2][4]	Execute()	1.000000
1224.000000	_______	T[0][154]	DelayedArrival	____
1224.000000	1225.000000	T[2][4]	Execute()	1.000000
1225.000000	_______	T[2][6]	DelayedArrival	____
1225.000000	1227.000000	T[2][4]	Execute()	1.000000
1227.000000	1227.500000	T[1][87]	Execute()	1.000000
1227.500000	1231.000000	____	Sleep	____
1231.000000	1232.000000	T[0][153]	Execute()	1.000000
1232.000000	_______	T[0][155]	DelayedArrival	____
1232.000000	_______	T[1][89]	DelayedArrival	____
1232.000000	1232.500000	T[0][154]	Execute()	1.000000
1232.500000	1233.000000	T[1][88]	Execute()	1.000000
1233.000000	1238.000000	____	Sleep	____
1238.000000	1240.000000	T[3][2]	Execute()	1.000000
1240.000000	_______	T[0][156]	DelayedArrival	____
1240.000000	1240.500000	T[0][155]	Execute()	1.000000
1240.500000	1246.000000	____	Sleep	____
1246.000000	_______	T[1][90]	DelayedArrival	____
1246.000000	1248.000000	T[3][2]	Execute()	1.000000
1248.000000	_______	T[0][157]	DelayedArrival	____
1248.000000	1249.000000	T[0][156]	Execute()	1.000000
1249.000000	1255.000000	T[3][2]	Execute()	1.000000
1255.000000	1259.000000	____	Sleep	____
1256.000000	_______	T[0][158]	DelayedArrival	____
1259.000000	1260.000000	T[1][89]	Execute()	1.000000
1260.000000	_______	T[1][91]	DelayedArrival	____
1260.000000	_______	T[3][4]	DelayedArrival	____
1260.000000	1262.000000	____	Sleep	____
1262.000000	1264.000000	T[0][157]	Execute()	1.000000
1264.000000	_______	T[0][159]	DelayedArrival	____
1264.000000	1270.000000	____	Sleep	____
1270.000000	1271.000000	T[0][158]	Execute()	1.000000
1271.000000	1273.000000	____	Sleep	____
1272.000000	_______	T[0][160]	DelayedArrival	____
1273.000000	1274.000000	T[1][90]	Execute()	1.000000
1274.000000	_______	T[1][92]	DelayedArrival	____
1274.000000	1278.000000	____	Sleep	____
1278.000000	1279.000000	T[0][159]	Execute()	1.000000
1279.000000	1285.000000	____	Sleep	____
1280.000000	_______	T[0][161]	DelayedArrival	____
1285.000000	1286.000000	T[1][91]	Execute()	1.000000
1286.000000	1286.500000	T[0][160]	Execute()	1.000000
1286.500000	1294.000000	____	Sleep	____
1288.000000	_______	T[0][162]	DelayedArrival	____
1288.000000	_______	T[1][93]	DelayedArrival	____
1294.000000	1296.000000	T[0][161]	Execute()	1.000000
1296.000000	_______	T[0][163]	DelayedArrival	____
1296.000000	1301.000000	____	Sleep	____
1301.000000	1302.000000	T[1][92]	Execute()	1.000000
1302.000000	_______	T[1][94]	DelayedArrival	____
1302.000000	1302.500000	T[0][162]	Execute()	1.000000
1302.500000	1310.000000	____	Sleep	____
1303.500000	_______	T[0][164]	DelayedArrival	____
1310.000000	1311.000000	T[0][163]	Execute()	1.000000
1311.000000	1315.000000	____	Sleep	____
1312.000000	_______	T[0][165]	DelayedArrival	____
1315.000000	1316.000000	T[1][93]	Execute()	1.000000
1316.000000	_______	T[1][95]	DelayedArrival	____
1316.000000	1318.000000	____	Sleep	____
1318.000000	1320.000000	T[0][164]	Execute()	1.000000
1320.000000	_______	T[0][166]	DelayedArrival	____
1320.000000	1326.000000	____	Sleep	____
1326.000000	1327.000000	T[0][165]	Execute()	1.000000
1327.000000	1329.000000	____	Sleep	____
1327.500000	_______	T[0][167]	DelayedArrival	____
1329.000000	1329.500000	T[1][94]	Execute()	1.000000
1329.500000	1334.000000	____	Sleep	____
1330.000000	_______	T[1][96]	DelayedArrival	____
1334.000000	1335.000000	T[0][166]	Execute()	1.000000
1335.000000	1341.000000	____	Sleep	____
1335.500000	_______	T[0][168]	DelayedArrival	____
1341.000000	1341.500000	T[1][95]	Execute()	1.000000
1341.500000	1342.500000	T[0][167]	Execute()	1.000000
1342.500000	1350.000000	____	Sleep	____
1344.000000	_______	T[0][169]	DelayedArrival	____
1344.000000	_______	T[1][97]	DelayedArrival	____
1350.000000	1350.500000	T[0][168]	Execute()	1.000000
1350.500000	1357.000000	____	Sleep	____
1351.000000	_______	T[0][170]	DelayedArrival	____
1357.000000	1357.500000	T[1][96]	Execute()	1.000000
1357.500000	1358.000000	T[0][169]	Execute()	1.000000
1358.000000	_______	T[1][98]	DelayedArrival	____
1358.000000	1366.000000	____	Sleep	____
1359.000000	_______	T[0][171]	DelayedArrival	____
1366.000000	1367.000000	T[0][170]	Execute()	1.000000
1367.000000	1371.000000	____	Sleep	____
1368.000000	_______	T[0][172]	DelayedArrival	____
1371.000000	1372.000000	T[1][97]	Execute()	1.000000
1372.000000	_______	T[1][99]	DelayedArrival	____
1372.000000	1374.000000	____	Sleep	____
1374.000000	1374.500000	T[0][171]	Execute()	1.000000
1374.500000	1382.000000	____	Sleep	____
1375.500000	_______	T[0][173]	DelayedArrival	____
1382.000000	1383.000000	T[0][172]	Execute()	1.000000
1383.000000	1385.000000	____	Sleep	____
1384.000000	_______	T[0][174]	DelayedArrival	____
1385.000000	1386.000000	T[1][98]	Execute()	1.000000
1386.000000	_______	T[1][100]	DelayedArrival	____
1386.000000	1390.000000	____	Sleep	____
1390.000000	1392.000000	T[0][173]	Execute()	1.000000
1392.000000	_______	T[0][175]	DelayedArrival	____
1392.000000	1397.000000	____	Sleep	____
1397.000000	1398.000000	T[1][99]	Execute()	1.000000
1398.000000	1400.000000	T[0][174]	Execute()	1.000000
1400.000000	_______	T[0][176]	DelayedArrival	____
1400.000000	_______	T[1][101]	DelayedArrival	____
1400.000000	1406.000000	____	Sleep	____
1406.000000	1408.000000	T[0][175]	Execute()	1.000000
1408.000000	_______	T[0][177]	DelayedArrival	____
1408.000000	1413.000000	____	Sleep	____
1413.000000	1413.500000	T[1][100]	Execute()	1.000000
1413.500000	1414.000000	T[0][176]	Execute()	1.000000
1414.000000	_______	T[1][102]	DelayedArrival	____
1414.000000	1414.500000	T[0][176]	Execute()	1.000000
1414.500000	1422.000000	____	Sleep	____
1415.000000	_______	T[0][178]	DelayedArrival	____
1422.000000	1424.000000	T[0][177]	Execute()	1.000000
1424.000000	_______	T[0][179]	DelayedArrival	____
1424.000000	1427.000000	____	Sleep	____
1427.000000	1427.500000	T[1][101]	Execute()	1.000000
1427.500000	1430.000000	____	Sleep	____
1428.000000	_______	T[1][103]	DelayedArrival	____
1430.000000	1431.000000	T[0][178]	Execute()	1.000000
1431.000000	1436.000000	____	Sleep	____
1432.000000	_______	T[0][180]	DelayedArrival	____
1436.000000	1438.000000	T[0][179]	Execute()	1.000000
1438.000000	1439.000000	T[1][102]	Execute()	1.000000
1439.000000	1440.000000	T[2][5]	Execute()	1.000000
1440.000000	_______	T[0][181]	DelayedArrival	____
1440.000000	1440.500000	T[0][180]	Execute()	1.000000
1440.500000	1442.000000	T[2][5]	Execute()	1.000000
1442.000000	_______	T[1][104]	DelayedArrival	____
1442.000000	1442.500000	T[1][103]	Execute()	1.000000
1442.500000	1453.000000	____	Sleep	____
1448.000000	_______	T[0][182]	DelayedArrival	____
1453.000000	1454.000000	T[0][181]	Execute()	1.000000
1454.000000	1456.000000	T[2][5]	Execute()	1.000000
1456.000000	_______	T[0][183]	DelayedArrival	____
1456.000000	_______	T[1][105]	DelayedArrival	____
1456.000000	1456.500000	T[0][182]	Execute()	1.000000
1456.500000	1464.000000	T[2][5]	Execute()	1.000000
1464.000000	_______	T[0][184]	DelayedArrival	____
1464.000000	1469.000000	____	Sleep	____
1469.000000	1470.000000	T[1][104]	Execute()	1.000000
1470.000000	_______	T[1][106]	DelayedArrival	____
1470.000000	_______	T[2][7]	DelayedArrival	____
1470.000000	1472.000000	T[0][183]	Execute()	1.000000
1472.000000	_______	T[0][185]	DelayedArrival	____
1472.000000	1478.000000	____	Sleep	____
1478.000000	1479.000000	T[0][184]	Execute()	1.000000
1479.000000	1483.000000	____	Sleep	____
1480.000000	_______	T[0][186]	DelayedArrival	____
1483.000000	1484.000000	T[1][105]	Execute()	1.000000
1484.000000	_______	T[1][107]	DelayedArrival	____
1484.000000	1486.000000	____	Sleep	____
1486.000000	1488.000000	T[0][185]	Execute()	1.000000
1488.000000	_______	T[0][187]	DelayedArrival	____
1488.000000	1494.000000	____	Sleep	____
1494.000000	1496.000000	T[0][186]	Execute()	1.000000
1496.000000	_______	T[0][188]	DelayedArrival	____
1496.000000	1497.000000	____	Sleep	____
1497.000000	1497.500000	T[1][106]	Execute()	1.000000
1497.500000	1502.000000	____	Sleep	____
1498.000000	_______	T[1][108]	DelayedArrival	____
1502.000000	1503.000000	T[0][187]	Execute()	1.000000
1503.000000	1509.000000	____	Sleep	____
1504.000000	_______	T[0][189]	DelayedArrival	____
1509.000000	1510.000000	T[1][107]	Execute()	1.000000
1510.000000	1510.500000	T[0][188]	Execute()	1.000000
1510.500000	1518.000000	____	Sleep	____
1512.000000	_______	T[0][190]	DelayedArrival	____
1512.000000	_______	T[1][109]	DelayedArrival	____
1518.000000	1519.000000	T[0][189]	Execute()	1.000000
1519.000000	1525.000000	____	Sleep	____
1520.000000	_______	T[0][191]	DelayedArrival	____
1525.000000	1526.000000	T[1][108]	Execute()	1.000000
1526.000000	_______	T[1][110]	DelayedArrival	____
1526.000000	1527.000000	T[0][190]	Execute()	1.000000
1527.000000	1534.000000	____	Sleep	____
1527.500000	_______	T[0][192]	DelayedArrival	____
1534.000000	1536.000000	T[0][191]	Execute()	1.000000
1536.000000	_______	T[0][193]	DelayedArrival	____
1536.000000	1539.000000	____	Sleep	____
1539.000000	1539.500000	T[1][109]	Execute()	1.000000
1539.500000	1542.000000	____	Sleep	____
1540.000000	_______	T[1][111]	DelayedArrival	____
1542.000000	1543.000000	T[0][192]	Execute()	1.000000
1543.000000	1550.000000	____	Sleep	____
1543.500000	_______	T[0][194]	DelayedArrival	____
1550.000000	1551.000000	T[0][193]	Execute()	1.000000
1551.000000	1553.000000	____	Sleep	____
1551.500000	_______	T[0][195]	DelayedArrival	____
1553.000000	1553.500000	T[1][110]	Execute()	1.000000
1553.500000	1558.000000	____	Sleep	____
1554.000000	_______	T[1][112]	DelayedArrival	____
1558.000000	1558.500000	T[0][194]	Execute()	1.000000
1558.500000	1565.000000	____	Sleep	____
1559.000000	_______	T[0][196]	DelayedArrival	____
1565.000000	1565.500000	T[1][111]	Execute()	1.000000
1565.500000	1566.500000	T[0][195]	Execute()	1.000000
1566.500000	1574.000000	____	Sleep	____
1568.000000	_______	T[0][197]	DelayedArrival	____
1568.000000	_______	T[1][113]	DelayedArrival	____
1574.000000	1575.000000	T[0][196]	Execute()	1.000000
1575.000000	1581.000000	____	Sleep	____
1575.500000	_______	T[0][198]	DelayedArrival	____
1581.000000	1581.500000	T[1][112]	Execute()	1.000000
1581.500000	1582.000000	T[0][197]	Execute()	1.000000
1582.000000	_______	T[1][114]	DelayedArrival	____
1582.000000	1583.500000	T[0][197]	Execute()	1.000000
1583.500000	1590.000000	____	Sleep	____
1584.000000	_______	T[0][199]	DelayedArrival	____
1590.000000	1590.500000	T[0][198]	Execute()	1.000000
1590.500000	1595.000000	____	Sleep	____
1591.000000	_______	T[0][200]	DelayedArrival	____
1595.000000	1595.500000	T[1][113]	Execute()	1.000000
1595.500000	1598.000000	____	Sleep	____
1596.000000	_______	T[1][115]	DelayedArrival	____
1598.000000	1600.000000	T[0][199]	Execute()	1.000000
1600.000000	_______	T[0][201]	DelayedArrival	____
1600.000000	1606.000000	____	Sleep	____
1606.000000	1606.500000	T[0][200]	Execute()	1.000000
1606.500000	1609.000000	____	Sleep	____
1607.000000	_______	T[0][202]	DelayedArrival	____
1609.000000	1609.500000	T[1][114]	Execute()	1.000000
1609.500000	1614.000000	____	Sleep	____
1610.000000	_______	T[1][116]	DelayedArrival	____
1614.000000	1614.500000	T[0][201]	Execute()	1.000000
1614.500000	1621.000000	____	Sleep	____
1615.500000	_______	T[0][203]	DelayedArrival	____
1621.000000	1622.000000	T[1][115]	Execute()	1.000000
1622.000000	1623.000000	T[0][202]	Execute()	1.000000
1623.000000	1627.000000	____	Sleep	____
1624.000000	_______	T[0][204]	DelayedArrival	____
1624.000000	_______	T[1][117]	DelayedArrival	____
1627.000000	1629.000000	T[0][203]	Execute()	1.000000
1629.000000	1629.500000	T[1][116]	Execute()	1.000000
1629.500000	1631.000000	____	Sleep	____
1631.000000	1632.000000	T[3][3]	Execute()	1.000000
1632.000000	_______	T[0][205]	DelayedArrival	____
1632.000000	1634.000000	T[0][204]	Execute()	1.000000
1634.000000	1638.000000	T[3][3]	Execute()	1.000000
1638.000000	_______	T[1][118]	DelayedArrival	____
1638.000000	1638.500000	T[1][117]	Execute()	1.000000
1638.500000	1645.000000	____	Sleep	____
1640.000000	_______	T[0][206]	DelayedArrival	____
1645.000000	1646.000000	T[0][205]	Execute()	1.000000
1646.000000	1647.000000	____	Sleep	____
1647.000000	1648.000000	T[3][3]	Execute()	1.000000
1648.000000	_______	T[0][207]	DelayedArrival	____
1648.000000	1650.000000	T[0][206]	Execute()	1.000000
1650.000000	1652.000000	T[3][3]	Execute()	1.000000
1652.000000	_______	T[1][119]	DelayedArrival	____
1652.000000	1653.000000	T[1][118]	Execute()	1.000000
1653.000000	1661.000000	____	Sleep	____
1656.000000	_______	T[0][208]	DelayedArrival	____
1661.000000	1662.000000	T[0][207]	Execute()	1.000000
1662.000000	1663.000000	____	Sleep	____
1663.000000	1664.000000	T[3][3]	Execute()	1.000000
1664.000000	_______	T[0][209]	DelayedArrival	____
1664.000000	1665.000000	T[0][208]	Execute()	1.000000
1665.000000	1666.000000	T[3][3]	Execute()	1.000000
1666.000000	_______	T[1][120]	DelayedArrival	____
1666.000000	1670.000000	T[3][3]	Execute()	1.000000
1670.000000	1677.000000	____	Sleep	____
1671.000000	_______	T[0][210]	DelayedArrival	____
1677.000000	1678.000000	T[1][119]	Execute()	1.000000
1678.000000	1679.000000	T[0][209]	Execute()	1.000000
1679.000000	1682.000000	____	Sleep	____
1680.000000	_______	T[0][211]	DelayedArrival	____
1680.000000	_______	T[1][121]	DelayedArrival	____
1680.000000	_______	T[3][5]	DelayedArrival	____
1682.000000	1684.000000	T[0][210]	Execute()	1.000000
1684.000000	1685.000000	____	Sleep	____
1685.000000	1686.000000	T[1][120]	Execute()	1.000000
1686.000000	1687.000000	____	Sleep	____
1687.000000	1688.000000	T[2][6]	Execute()	1.000000
1688.000000	_______	T[0][212]	DelayedArrival	____
1688.000000	1689.000000	T[0][211]	Execute()	1.000000
1689.000000	1694.000000	T[2][6]	Execute()	1.000000
1694.000000	_______	T[1][122]	DelayedArrival	____
1694.000000	1694.500000	T[1][121]	Execute()	1.000000
1694.500000	1701.000000	____	Sleep	____
1696.000000	_______	T[0][213]	DelayedArrival	____
1701.000000	1703.000000	T[0][212]	Execute()	1.000000
1703.000000	1704.000000	T[2][6]	Execute()	1.000000
1704.000000	_______	T[0][214]	DelayedArrival	____
1704.000000	1705.000000	T[0][213]	Execute()	1.000000
1705.000000	1708.000000	T[2][6]	Execute()	1.000000
1708.000000	_______	T[1][123]	DelayedArrival	____
1708.000000	1712.000000	T[2][6]	Execute()	1.000000
1712.000000	_______	T[0][215]	DelayedArrival	____
1712.000000	1713.000000	T[2][6]	Execute()	1.000000
1713.000000	1718.000000	____	Sleep	____
1713.500000	_______	T[2][8]	DelayedArrival	____
1718.000000	1718.500000	T[0][214]	Execute()	1.000000
1718.500000	1721.000000	____	Sleep	____
1719.000000	_______	T[0][216]	DelayedArrival	____
1721.000000	1721.500000	T[1][122]	Execute()	1.000000
1721.500000	1726.000000	____	Sleep	____
1722.000000	_______	T[1][124]	DelayedArrival	____
1726.000000	1727.000000	T[0][215]	Execute()	1.000000
1727.000000	1733.000000	____	Sleep	____
1727.500000	_______	T[0][217]	DelayedArrival	____
1733.000000	1733.500000	T[1][123]	Execute()	1.000000
1733.500000	1735.500000	T[0][216]	Execute()	1.000000
1735.500000	1742.000000	____	Sleep	____
1736.000000	_______	T[0][218]	DelayedArrival	____
1736.000000	_______	T[1][125]	DelayedArrival	____
1742.000000	1742.500000	T[0][217]	Execute()	1.000000
1742.500000	1749.000000	____	Sleep	____
1743.500000	_______	T[0][219]	DelayedArrival	____
1749.000000	1750.000000	T[1][124]	Execute()	1.000000
1750.000000	_______	T[1][126]	DelayedArrival	____
1750.000000	1750.500000	T[0][218]	Execute()	1.000000
1750.500000	1758.000000	____	Sleep	____
1751.000000	_______	T[0][220]	DelayedArrival	____
1758.000000	1759.000000	T[0][219]	Execute()	1.000000
1759.000000	1763.000000	____	Sleep	____
1759.500000	_______	T[0][221]	DelayedArrival	____
1763.000000	1763.500000	T[1][125]	Execute()	1.000000
1763.500000	1766.000000	____	Sleep	____
1764.000000	_______	T[1][127]	DelayedArrival	____
1766.000000	1766.500000	T[0][220]	Execute()	1.000000
1766.500000	1774.000000	____	Sleep	____
1767.500000	_______	T[0][222]	DelayedArrival	____
1774.000000	1775.000000	T[0][221]	Execute()	1.000000
1775.000000	1777.000000	____	Sleep	____
1776.000000	_______	T[0][223]	DelayedArrival	____
1777.000000	1778.000000	T[1][126]	Execute()	1.000000
1778.000000	_______	T[1][128]	DelayedArrival	____
1778.000000	1782.000000	____	Sleep	____
1782.000000	1783.000000	T[0][222]	Execute()	1.000000
1783.000000	1789.000000	____	Sleep	____
1784.000000	_______	T[0][224]	DelayedArrival	____
1789.000000	1790.000000	T[1][127]	Execute()	1.000000
1790.000000	1792.000000	T[0][223]	Execute()	1.000000
1792.000000	_______	T[0][225]	DelayedArrival	____
1792.000000	_______	T[1][129]	DelayedArrival	____
1792.000000	1798.000000	____	Sleep	____
1798.000000	1800.000000	T[0][224]	Execute()	1.000000
1800.000000	_______	T[0][226]	DelayedArrival	____
1800.000000	1805.000000	____	Sleep	____
1805.000000	1805.500000	T[1][128]	Execute()	1.000000
1805.500000	1806.000000	T[0][225]	Execute()	1.000000
1806.000000	_______	T[1][130]	DelayedArrival	____
1806.000000	1807.500000	T[0][225]	Execute()	1.000000
1807.500000	1814.000000	____	Sleep	____
1808.000000	_______	T[0][227]	DelayedArrival	____
1814.000000	1814.500000	T[0][226]	Execute()	1.000000
1814.500000	1819.000000	____	Sleep	____
1815.500000	_______	T[0][228]	DelayedArrival	____
1819.000000	1820.000000	T[1][129]	Execute()	1.000000
1820.000000	_______	T[1][131]	DelayedArrival	____
1820.000000	1822.000000	____	Sleep	____
1822.000000	1822.500000	T[0][227]	Execute()	1.000000
1822.500000	1830.000000	____	Sleep	____
1823.000000	_______	T[0][229]	DelayedArrival	____
1830.000000	1831.000000	T[0][228]	Execute()	1.000000
1831.000000	1833.000000	____	Sleep	____
1831.500000	_______	T[0][230]	DelayedArrival	____
1833.000000	1833.500000	T[1][130]	Execute()	1.000000
1833.500000	1838.000000	____	Sleep	____
1834.000000	_______	T[1][132]	DelayedArrival	____
1838.000000	1839.000000	T[0][229]	Execute()	1.000000
1839.000000	1845.000000	____	Sleep	____
1840.000000	_______	T[0][231]	DelayedArrival	____
1845.000000	1846.000000	T[1][131]	Execute()	1.000000
1846.000000	1846.500000	T[0][230]	Execute()	1.000000
1846.500000	1854.000000	____	Sleep	____
1848.000000	_______	T[0][232]	DelayedArrival	____
1848.000000	_______	T[1][133]	DelayedArrival	____
1854.000000	1855.000000	T[0][231]	Execute()	1.000000
1855.000000	1861.000000	____	Sleep	____
1855.500000	_______	T[0][233]	DelayedArrival	____
1861.000000	1861.500000	T[1][132]	Execute()	1.000000
1861.500000	1862.000000	T[0][232]	Execute()	1.000000
1862.000000	_______	T[1][134]	DelayedArrival	____
1862.000000	1870.000000	____	Sleep	____
1863.000000	_______	T[0][234]	DelayedArrival	____
1870.000000	1870.500000	T[0][233]	Execute()	1.000000
1870.500000	1875.000000	____	Sleep	____
1871.500000	_______	T[0][235]	DelayedArrival	____
1875.000000	1876.000000	T[1][133]	Execute()	1.000000
1876.000000	_______	T[1][135]	DelayedArrival	____
1876.000000	1878.000000	____	Sleep	____
1878.000000	1880.000000	T[0][234]	Execute()	1.000000
1880.000000	_______	T[0][236]	DelayedArrival	____
1880.000000	1886.000000	____	Sleep	____
1886.000000	1888.000000	T[0][235]	Execute()	1.000000
1888.000000	_______	T[0][237]	DelayedArrival	____
1888.000000	1889.000000	____	Sleep	____
1889.000000	1889.500000	T[1][134]	Execute()	1.000000
1889.500000	1894.000000	____	Sleep	____
1890.000000	_______	T[1][136]	DelayedArrival	____
1894.000000	1896.000000	T[0][236]	Execute()	1.000000
1896.000000	_______	T[0][238]	DelayedArrival	____
1896.000000	1901.000000	____	Sleep	____
1901.000000	1902.000000	T[1][135]	Execute()	1.000000
1902.000000	1903.000000	T[0][237]	Execute()	1.000000
1903.000000	1910.000000	____	Sleep	____
1904.000000	_______	T[0][239]	DelayedArrival	____
1904.000000	_______	T[1][137]	DelayedArrival	____
1910.000000	1911.000000	T[0][238]	Execute()	1.000000
1911.000000	1917.000000	____	Sleep	____
1912.000000	_______	T[0][240]	DelayedArrival	____
1917.000000	1918.000000	T[1][136]	Execute()	1.000000
1918.000000	_______	T[1][138]	DelayedArrival	____
